eu-west-2,EC2,EC2,i-0d30e692f0e85e504,eu-west-2a,t3.small
eu-west-2,EC2,EC2,i-04aa02f5536b2ec0c,eu-west-2a,t3.small
eu-west-2,EC2,EC2,i-0a21a1f1ce7f1e2b1,eu-west-2c,t3.large
eu-west-2,EC2,EC2,i-0ea652e32558dba5c,eu-west-2c,t3.small
eu-west-2,EC2,EC2,i-04f0a161524a9f728,eu-west-2c,t3.small
eu-west-2,EC2,EC2,i-0b1b08c0d497dd470,eu-west-2c,t3.small
eu-west-2,EC2,EC2,i-05aebbf0f5e41c191,eu-west-2c,t3.medium
eu-west-2,EC2,EC2,i-04b1fe13bf825a893,eu-west-2c,t3.medium
eu-west-2,EC2,EC2,i-0b08647bdf0817abb,eu-west-2c,t3.large
eu-west-2,EC2,EC2,i-064efaefa9cf2ec60,eu-west-2a,t3.small
eu-west-2,EC2,EC2,i-0607261447862d334,eu-west-2b,t3.medium
eu-west-2,EC2,EC2,i-0f5dc0326e1e15661,eu-west-2b,t3.large
eu-west-2,EC2,EC2,i-01ad9d7b9bea50d5a,eu-west-2a,t3.medium
eu-west-2,EC2,EC2,i-0947bf4d01eb88577,eu-west-2c,t3.large
eu-west-2,EC2,EC2,i-0891da219a0c8e6dd,eu-west-2c,m5.large
eu-west-2,EC2,EC2,i-00a6ec9687e75d886,eu-west-2b,t3.medium
eu-west-2,EC2,EC2,i-0ea5d1f48981dc2af,eu-west-2b,t3.large
eu-west-2,EC2,EC2,i-096330fd37a15f9d0,eu-west-2b,m5.large
eu-west-2,EC2,EC2,i-008a23b05e5d62dfe,eu-west-2b,t3.large
eu-west-2,EC2,EC2,i-0c2da86c81ce93a30,eu-west-2a,t3.large
eu-west-2,EC2,EC2,i-053b50a955e47bf23,eu-west-2a,t3.large
eu-west-2,EC2,EC2,i-0b53eac3ad76f93e0,eu-west-2a,m5.large
eu-west-2,EC2,EC2,i-0af02432d5252ca9b,eu-west-2a,t3.large
eu-west-2,EC2,EBS,vol-0ea943f308a5a3b2a,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-079044b31dae47457,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0dafaac274ceffe08,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0d76b335ff6088438,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0557bd57982b1e686,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-02c6a4063f18d71b4,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0d052c3d710b92578,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0a29ed0adcd898aea,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0a1fcd2dbd085238e,eu-west-2b,N/A
eu-west-2,EC2,EBS,vol-0fcae15dc1c3bedd9,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-036bd84ad8d23a393,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0877a814a578bcc33,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-068d7003bd000aa19,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-05c189f35c848ecef,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-04a94a06129cec346,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-09a1f82faa938d809,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0ccbd8263a34b0771,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0ed1994ada05d5895,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-075697700d6551463,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-065f65ee731d88942,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0619677573c1cdeb7,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0a7298a3dbc848fc6,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0a96fd8221a639568,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-03bbc6e93fbcfc538,eu-west-2a,N/A
eu-west-2,EC2,EBS,vol-0f01b0e34d9ab870b,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0563fe173b9458572,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0c81ed3d714d6103a,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0f99828c65f85e90b,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-001de4a2fc21c2337,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0b219d7712258c224,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-084cec23050bf600b,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-010611307724e3d3c,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-03f7939195e51b9b6,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0167cff354e2c0326,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0ad51f36d1f367a2a,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0d5724fc8d363835e,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0a016c8351710d2c4,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-00f1ecbddff6057c8,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0c04ff88b5d271164,eu-west-2c,N/A
eu-west-2,EC2,EBS,vol-0e2da936659c84dc3,eu-west-2c,N/A
